observed_at,source_date,local,market,city_label,project,openings,weekly_hours,base_hourly,incentive_hourly,per_diem_daily,ot_multiplier,confidence,stress_score,source_url,source_text
2026-09-04T22:52:32.467513+00:00,2026-08-31,8,Toledo–Bowling Green,"Toledo, Oh",Project Accordian,8,60.0,,,,,1.0,42.0,https://where2bro.com/hot-spots/,"8 - LAKE ERIE - PROJECT ACCORDIAN DATA CENTER, BOWLING GREEN OH, 6-10’S, PLA, INDOOR/OUTDOOR WORK, OSHA 10 WITHIN 3 YEARS, DIRECT DEPOSIT, 2 FORMS OF ID, RELIABLE DRUG TESTING, 6AM-4:30PM, REPORT TO JOB 8/31 AT 6AM"
2026-09-04T22:52:32.467513+00:00,2026-08-31,20,Dallas–Fort Worth,"Dallas/Ft Worth, Tx",Stream Data Centers,2,50.0,,,50.0,,1.0,23.5,https://where2bro.com/hot-spots/,2 - ALTERMAN ELECTRIC - STREAM DATA CENTER IN LANCASTER WORKING 5-10’s 1-8 6AM SCATTERED OVERTIME - DRUG TEST AND BACKGROUND CHECK. ORIENTATION 9/1. $50/ DAY INCENTIVE FOR FULL DAYS WORKED - HIGH LEVEL CE2
2026-09-04T22:52:32.467513+00:00,2026-08-31,20,Dallas–Fort Worth,"Dallas/Ft Worth, Tx",DataBank,3,48.0,,,,2.0,0.98,31.9,https://where2bro.com/hot-spots/,"3 - ALMAN CONSTRUCTION SERVICES - RED OAK DATABANK WORKING 4-12’S 1-8 5AM - DRUG TEST, ORIENTATION RIGHT AFTER DISPATCH. AS AN INCENTIVE ALL OVERTIME HOURS WILL BE PAID AT DOUBLE TIME RATE - 3 MID LEVEL CE2 TO HIGH LEVEL CE3"
2026-09-04T22:52:32.467513+00:00,2026-08-31,20,Dallas–Fort Worth,"Dallas/Ft Worth, Tx",DataBank,10,50.0,,,,2.0,0.98,44.0,https://where2bro.com/hot-spots/,10 - MORELY MOSS ELECTRIC - DATABANK RED OAK DFW11 WORKING 5-10S 5AM - DRUG TESTING MUST BE COMPLETED BEFORE ORIENTATION. MUST BE ABLE TO PASS A BACKGROUND CHECK. ORIENTATION 9/8 AT 8:30AM. AS AN INCENTIVE ALL OVERTIME WILL BE PAID AT DOUBLE TIME RATE - MID LEVEL CE1 TO HIGH LEVEL CE3
2026-09-04T22:52:32.467513+00:00,2026-08-31,20,Dallas–Fort Worth,"Dallas/Ft Worth, Tx",QTS,21,56.0,,,,2.0,0.98,56.9,https://where2bro.com/hot-spots/,21 - MORELY MOSS ELECTRIC - QTS LANCASTER WORKING 4-12’S & 1-8’S 5AM START - DRUG TESTING WILL NEED TO BE COMPLETED BEFORE ORIENTATION. BACKGROUND CHECK. ORIENTATION 9/8. AS AN INCENTIVE ALL OVERTIME WILL BE PAID AT DOUBLE TIME RATE - MID LEVEL CE1 TO HIGH LEVEL CE3
2026-09-04T22:52:32.467513+00:00,2026-08-24,26,Northern Virginia / DC,"Washington, Dc",Unclassified data center,1,,,,,,1.0,6.9,https://where2bro.com/hot-spots/,"1 CALL AAROW ELECTRIC 49160 DCA 72 MANASSAS, VA REPORT TO: KATIE VALLIERE START TIME & DATE: 6:00AM ASAP APPROX. DURATION: UNKNOWN TYPE OF WORK: DATA CENTER, POSSIBLE OT PRE-HIRE DRUG TESTING APPLICANT FROM THE DRUG TESTED LIST BRING IDS AND PROOF OF US CITIZEN MUST BE ABLE TO PASS BACKGROUND CHECK AFTER HIRING"
2026-09-04T22:52:32.467513+00:00,2026-08-24,26,Northern Virginia / DC,"Washington, Dc",Unclassified data center,3,,,,,,1.0,13.9,https://where2bro.com/hot-spots/,3 CALLS ABM ELECTRICAL 46269 MULTIPLE DATA CENTERS VARIOUS LOCATIONS REPORT TO: JOSH BROWN START TIME & DATE: ASAP APPROX. DURATION: 12 MONTHS TYPE OF WORK: NETA TESTING APPLICANT FROM THE DRUG TESTED LIST PRE-HIRE DRUG TESTING MUST BE NETA II CERTIFIED
2026-09-04T22:52:32.467513+00:00,2026-08-24,26,Northern Virginia / DC,"Washington, Dc",Unclassified data center,3,,,,,,1.0,13.9,https://where2bro.com/hot-spots/,3 CALLS ABM ELECTRICAL 46268 MULTIPLE DATA CENTERS VARIOUS LOCATIONS REPORT TO: JOSH BROWN START TIME & DATE: ASAP APPROX. DURATION: 12 MONTHS TYPE OF WORK: NETA TESTING APPLICANT FROM THE DRUG TESTED LIST PRE-HIRE DRUG TESTING MUST BE NETA IV CERTIFIED
2026-09-04T22:52:32.467513+00:00,2026-08-24,26,Northern Virginia / DC,"Washington, Dc",Unclassified data center,2,,,,,,1.0,11.0,https://where2bro.com/hot-spots/,2 CALLS ABM ELECTRICAL 46252 MULTIPLE DATA CENTERS VARIOUS LOCATIONS REPORT TO: JOSH BROWN START TIME & DATE: ASAP APPROX. DURATION: 12 MONTHS TYPE OF WORK: NETA TESTING APPLICANT FROM THE DRUG TESTED LIST PRE-HIRE DRUG TESTING MUST BE NETA III
2026-09-04T22:52:32.467513+00:00,2026-08-24,26,Northern Virginia / DC,"Washington, Dc",Unclassified data center,3,,,,,,1.0,13.9,https://where2bro.com/hot-spots/,"3 CALLS DYNALECTRIC 49163 DATA CENTER ALDIE, VA REPORT TO: MIKE DEVINE START TIME & DATE: 6:00AM 09/02/2026 APPROX. DURATION: 6 MONTHS TYPE OF WORK: DATA CENTER, 40HRS PRE-HIRE DRUG TESTING"
2026-09-04T22:52:32.467513+00:00,2026-08-24,26,Northern Virginia / DC,"Washington, Dc",Unclassified data center,1,,,,,,1.0,6.9,https://where2bro.com/hot-spots/,"1 CALL DYNALECTRIC 49299 DC1 - STERLING ATLANTIC BLVD STERLING, VA 20166 REPORT TO: BRIAN NAPIER START TIME & DATE: 6:00AM 09/02/2026 APPROX. DURATION: 4 MONTHS TYPE OF WORK: DATA CENTER ENERGY MARSHAL, 1-YEAR PREVIOUS QC/ENERGY MARSHAL EXPERIENCE PREFERRED, STRONG KNOWLEDGE OF NFPA70E AND ELECTRICAL SAFETY, OT POSSIBLE DURING CX PRE-HIRE DRUG TESTING"
2026-09-04T22:52:32.467513+00:00,2026-08-24,26,Northern Virginia / DC,"Washington, Dc",Unclassified data center,2,,,,,,1.0,11.0,https://where2bro.com/hot-spots/,"2 CALLS DYNALECTRIC 49297 DC2 - ASHBURN GIGABIT PLAZA ASBURN, VA 20147 REPORT TO: BRIAN NAPIER START TIME & DATE: 6:00AM 09/02/2026 APPROX. DURATION: 6 MONTHS TYPE OF WORK: DATA CENTER ENERGY MARSHAL, 1-YEAR PREVIOUS QC/ENERGY MARSHAL EXPERIENCE PREFERRED, STRONG KNOWLEDGE OF NFPA70E AND ELECTRICAL SAFETY, OT POSSIBLE DURING CX PRE-HIRE DRUG TESTING"
2026-09-04T22:52:32.467513+00:00,2026-08-24,26,Northern Virginia / DC,"Washington, Dc",Unclassified data center,3,,,,,,1.0,13.9,https://where2bro.com/hot-spots/,"3 CALLS DYNALECTRIC 49300 DC1 - ASHBURN BEAUMEADE CIRCLE ASHBURN, VA 20147 REPORT TO: BRIAN NAPIER START TIME & DATE: 6:00AM 09/02/2026 APPROX. DURATION: 6 MONTHS TYPE OF WORK: DATA CENTER ENERGY MARSHAL, 1-YEAR PREVIOUS QC/ENERGY MARSHAL EXPERIENCE PREFERRED, STRONG KNOWLEDGE OF NFPA70E AND ELECTRICAL SAFETY, OT POSSIBLE DURING CX PRE-HIRE DRUG TESTING"
2026-09-04T22:52:32.467513+00:00,2026-08-24,26,Northern Virginia / DC,"Washington, Dc",Unclassified data center,3,,,,,,1.0,13.9,https://where2bro.com/hot-spots/,"3 CALLS DYNALECTRIC 49302 DC1 - MANASSAS MIKE GARCIA DRIVE MANASSAS, VA 20109 REPORT TO: BRIAN NAPIER START TIME & DATE: 6:00AM 09/02/2026 APPROX. DURATION: 6 MONTHS TYPE OF WORK: DATA CENTER ENERGY MARSHAL, 1-YEAR PREVIOUS QC/ENERGY MARSHAL EXPERIENCE PREFERRED, STRONG KNOWLEDGE OF NFPA70E AND ELECTRICAL SAFETY, OT POSSIBLE DURING CX PRE-HIRE DRUG TESTING"
2026-09-04T22:52:32.467513+00:00,2026-08-24,26,Northern Virginia / DC,"Washington, Dc",Unclassified data center,2,,,,,,1.0,11.0,https://where2bro.com/hot-spots/,"2 CALLS DYNALECTRIC 49303 DC2 - MANASSAS WELLINGTON RD MANASSAS, VA 20109 REPORT TO: BRIAN NAPIER START TIME & DATE: 6:00AM 09/02/2026 APPROX. DURATION: 6 MONTHS TYPE OF WORK: DATA CENTER ENERGY MARSHAL, 1-YEAR PREVIOUS QC/ENERGY MARSHAL EXPERIENCE PREFERRED, STRONG KNOWLEDGE OF NFPA70E AND ELECTRICAL SAFETY, OT POSSIBLE DURING CX PRE-HIRE DRUG TESTING"
2026-09-04T22:52:32.467513+00:00,2026-08-24,26,Northern Virginia / DC,"Washington, Dc",Unclassified data center,10,,,,,,1.0,24.0,https://where2bro.com/hot-spots/,"10 CALLS DYNALECTRIC 49340 DATA CENTER MANASSAS, VA REPORT TO: CHRIS CARTER START TIME & DATE: 6:00AM 09/02/2026 APPROX. DURATION: 4 MONTHS TYPE OF WORK: DATA CENTER, SOME OT AVAILABLE PRE-HIRE DRUG TESTING"
2026-09-04T22:52:32.467513+00:00,2026-08-24,26,Northern Virginia / DC,"Washington, Dc",Unclassified data center,15,48.0,,,,,1.0,35.7,https://where2bro.com/hot-spots/,"15 CALLS DYNALECTRIC 49345 DATA CENTER MANASSAS, VA REPORT TO: GREG WARD START TIME & DATE: 6:00AM 09/02/2026 APPROX. DURATION: UNKNOWN TYPE OF WORK: DATA CENTER, PLANNED WORK SCHEDULE (4) 12’S & (2) 8’S PRE-HIRE DRUG TESTING MUST BE ABLE TO PASS BACKGROUND CHECK AFTER HIRING MUST BE US CITIZEN- BRING BIRTH CERTIFICATE OR US PASSPORT TO ORIENTATION BRING ID AND SSN TO ORIENTATION"
2026-09-04T22:52:32.467513+00:00,2026-08-24,26,Northern Virginia / DC,"Washington, Dc",Unclassified data center,4,24.0,,,,,1.0,16.1,https://where2bro.com/hot-spots/,"4 CALLS FREESTATE 49322 IAD56 FILIGREE 21780 FILIGREE CT., ASHBURN, VA REPORT TO: KATHLEEN MASON START TIME & DATE: 6:00AM ASAP APPROX. DURATION: 8 MONTHS TYPE OF WORK: DATA CENTER, PLANNED WORK SCHEDULE (3) 8’S & (3) 12’S PRE-HIRE DRUG TESTING APPLICANT FROM THE DRUG TESTED LIST REPORT TO SHOP 7AM"
2026-09-04T22:52:32.467513+00:00,2026-08-24,26,Northern Virginia / DC,"Washington, Dc",Unclassified data center,3,24.0,,,,,1.0,13.9,https://where2bro.com/hot-spots/,"3 CALLS FREESTATE 49323 IAD56 FILIGREE - QAQC 21780 FILIGREE CT., ASHBURN, VA REPORT TO: KATHLEEN MASON START TIME & DATE: 6:00AM ASAP APPROX. DURATION: 8 MONTHS TYPE OF WORK: DATA CENTER, PLANNED WORK SCHEDULE (3) 8’S & (3) 12’S, MUST HAVE QA/QC EXPERIENCE PRE-HIRE DRUG TESTING APPLICANT FROM THE DRUG TESTED LIST REPORT TO SHOP 7AM"
2026-09-04T22:52:32.467513+00:00,2026-08-24,26,Northern Virginia / DC,"Washington, Dc",Unclassified data center,12,,,,,,1.0,25.6,https://where2bro.com/hot-spots/,"12 CALLS JE RICHARDS 49267 IAD 452 FREDERICKSBURG, VA REPORT TO: REBECCA JENKINS START TIME & DATE: 6:00AM ASAP APPROX. DURATION: UNKNOWN TYPE OF WORK: DATA CENTER, PLANNED WORK SCHEDULE MON-FRI 5 (8) WITH 2HRS OT EACH DAY PRE-HIRE DRUG TESTING MUST PASS BACKGROUND CHECK AFTER HIRING 2 DAY SAFETY TRAINING REQUIRED BEFORE WORKING ON SITE"
2026-09-04T22:52:32.467513+00:00,2026-08-24,26,Northern Virginia / DC,"Washington, Dc",QTS,4,40.0,,,,,0.98,16.1,https://where2bro.com/hot-spots/,"4 CALLS JE RICHARDS 49290 LOTO QTS-DC4 MANASSAS, VA REPORT TO: REBECCA JENKINS START TIME & DATE: ASAP APPROX. DURATION: UNKNOWN TYPE OF WORK: 1-YEAR PREVIOUS EXPERIENCE PREFERRED, PROFICIENT IN ELECTRICAL SAFE WORK PRACTICES, ELECTRICAL RISK ASSESSMENTS, CRITICAL SWITCHING, AND UTILIZATION OF MOPS. PLANNED WORK SCHEDULE OF M-F (5) 8’S WITH 2 OT EACH DAY & SATURDAY 8 HRS PRE-HIRE DRUG TESTING MUST PASS BACKGROUND CHECK AFTER HIRING OSHA 30 CURRENT NFPA 70E"
2026-09-04T22:52:32.467513+00:00,2026-08-24,26,Northern Virginia / DC,"Washington, Dc",Unclassified data center,19,40.0,,,,,1.0,30.0,https://where2bro.com/hot-spots/,"19 CALLS JE RICHARDS 49334 AS02 STERLING, VA REPORT TO: REBECCA JENKINS START TIME & DATE: ASAP APPROX. DURATION: UNKNOWN TYPE OF WORK: DATA CENTER, PLANNED WORK SCHEDULE OF M-F (5) 8’S WITH 2 OT EACH DAY & SATURDAY 10 HRS. 2-DAY SAFETY TRAINING REQUIRED BEFORE WORKING ON SITE. PRE-HIRE DRUG TESTING MUST PASS BACKGROUND CHECK AFTER HIRING OSHA 10 REQUIRED"
2026-09-04T22:52:32.467513+00:00,2026-08-24,26,Northern Virginia / DC,"Washington, Dc",Unclassified data center,94,40.0,,,,,1.0,40.0,https://where2bro.com/hot-spots/,"94 CALLS JE RICHARDS 49343 MDC MANASSAS, VA REPORT TO: REBECCA JENKINS START TIME & DATE: ASAP APPROX. DURATION: UNKNOWN TYPE OF WORK: DATA CENTER, PLANNED WORK SCHEDULE OF M-F (5) 8’S WITH 2 OT EACH DAY & SATURDAY 10 HRS 60-HOUR WORK WEEK. PRE-HIRE DRUG TESTING MUST PASS BACKGROUND CHECK AFTER HIRING 2 DAY SAFETY TRAINING REQUIRED BEFORE WORKING ON SITE OSHA 10 REQUIRED, BRING YOUR CARD/CERTIFICATE TO ORIENTATION, OR TAKE TRAINING BEFORE YOU GO TO SITE"
2026-09-04T22:52:32.467513+00:00,2026-08-24,26,Northern Virginia / DC,"Washington, Dc",Unclassified data center,4,,,,,,1.0,16.1,https://where2bro.com/hot-spots/,"4 CALL MID ATLANTIC 49071 MULTIPLE JOB SITES NORTHERN VA REPORT TO: TRACY SEAMANS START TIME & DATE: ASAP APPROX. DURATION: 6 MONTHS TYPE OF WORK: DATA CENTER, TENANT FIT OUT INSIDE SECURED, OPERATIONAL DATA CENTERS, OT AVAILABLE PRE-HIRE DRUG TESTING APPLICANT FROM THE DRUG TESTED LIST MUST BE ABLE TO PASS BACKGROUND CHECK AFTER HIRING- TAKES 2 WEEKS"
2026-09-04T22:52:32.467513+00:00,2026-08-24,26,Northern Virginia / DC,"Washington, Dc",Unclassified data center,4,,,,,,1.0,16.1,https://where2bro.com/hot-spots/,"4 CALLS MONA 49295 QAQC / LOTO SDC BLUEFIN DATA CENTER ASHBURN, VA REPORT TO: DANIELLE O’NEILL START TIME & DATE: ASAP APPROX. DURATION: ON GOING TYPE OF WORK: KNOWLEDGE OF ELECTRICAL INSTALLATION AND THE ABILITY TO READ DRAWINGS, REVIEW AND UNDERSTAND THE JOB SPECIFICATIONS AND HOW THEY APPLY TO THE PROJECT, PLAN WORK AND UNDERSTAND PROCESSES OF CONSTRUCTABILITY REVIEW SUBMITTALS TO BE COMPLIANT WITH SPECIFICATIONS AND CONTRACT DOCUMENTS PRE-HIRE DRUG TESTING"
2026-09-04T22:52:32.467513+00:00,2026-08-24,26,Northern Virginia / DC,"Washington, Dc",Unclassified data center,6,27.0,,,,,1.0,19.5,https://where2bro.com/hot-spots/,"6 CALLS MONA 49239 SDC BLUEFIN DATA CENTER ASHBURN, VA REPORT TO: DANIELLE O’NEILL START TIME & DATE: 6:00AM ASAP APPROX. DURATION: 1 YEAR TYPE OF WORK: DATA CENTER, PLANNED WORK SCHEDULE (3) 8’S & (3) 12’S PRE-HIRE DRUG TESTING"
2026-09-04T22:52:32.467513+00:00,2026-08-24,26,Northern Virginia / DC,"Washington, Dc",Unclassified data center,6,,,,,,1.0,19.5,https://where2bro.com/hot-spots/,"6 CALLS POWER SOLUTIONS 49327 IAD 870 FREDERICKSBURG, VA REPORT TO: BRIAN ARSENAULT START TIME & DATE: ASAP APPROX. DURATION: UNKNOWN TYPE OF WORK: DATA CENTER PRE-HIRE DRUG TESTING MUST PASS BACKGROUND CHECK AFTER HIRING"
2026-09-04T22:52:32.467513+00:00,2026-08-24,26,Northern Virginia / DC,"Washington, Dc",Unclassified data center,10,40.0,,,,,1.0,24.0,https://where2bro.com/hot-spots/,"10 CALLS POWER SOLUTIONS 49346 BMS/CONTROLS ALDIE, VA REPORT TO: BRIAN ARSENAULT START TIME & DATE: ASAP APPROX. DURATION: UNKNOWN TYPE OF WORK: DATA CENTER, BMS/CONTROL WORK, PLANNED WORK SCHEDULE (4) 10’S & (2) 8’S (REGULAR WORK WEEK IS (5) 8S). PRE-HIRE DRUG TESTING MUST PASS BACKGROUND CHECK AFTER HIRING"
2026-09-04T22:52:32.467513+00:00,2026-08-24,26,Northern Virginia / DC,"Washington, Dc",Unclassified data center,1,40.0,,,,,1.0,6.9,https://where2bro.com/hot-spots/,"1 CALL ROSENDIN 49055 EMPS VARIOUS NORTHERN VA REPORT TO: JASON MCGUCKIN START TIME & DATE: 6:00AM ASAP APPROX. DURATION: 6 MONTHS TYPE OF WORK: DATA CENTER, PLANNED WORK SCHEDULE M-F (5) 8’S, POSSIBLE SAT 8HRS"
2026-09-04T22:52:32.467513+00:00,2026-09-04,124,Kansas City,"Kansas City, Mo",Google,2,58.0,,,,,0.9,29.0,https://where2bro.com/hot-spots/,2 - CAPITAL - REG CALL DRUG TEST BACKGROUND CHECK OSHA 10 REQUIRED 2 FORMS OF ID REPORT TO SHOP TUE SEPT 8TH 7AM WORKING 5-10 & 1-8 AT GOOGLE NRD
2026-09-04T22:52:32.467513+00:00,2026-08-31,291,Boise,"Boise, Id",Meta,2,,,,,,0.92,11.0,https://where2bro.com/hot-spots/,2 - VECA ELECTRIC - META 3&5
2026-09-04T22:52:32.467513+00:00,2026-08-31,291,Boise,"Boise, Id",Meta,4,,,,,,0.92,16.1,https://where2bro.com/hot-spots/,4 - VECA ELECTRIC - META 3&5
2026-09-04T22:52:32.467513+00:00,2026-09-02,350,Hannibal / New Florence,"Hannibal, Mo",Google Project Spade,20,60.0,,,,,0.99,50.4,https://where2bro.com/hot-spots/,"GECO (GUARANTEE) - 20 - GOOGLE PROJECT SPADE, PROJECT LABOR AGREEMENT, 6-10’S, 6AM START TIME, SAFETY TOE, BACKGROUND CHECK, OSHA -10/30, DRUG SCREENING"
2026-09-04T22:52:32.467513+00:00,2026-09-02,350,Hannibal / New Florence,"Hannibal, Mo",Google Project Spade,6,60.0,,,,,0.99,39.5,https://where2bro.com/hot-spots/,"PAYNECREST - 6 - GOOGLE PROJECT SPADE, PROJECT LABOR AGREEMENT, 6-10’S, 6AM START TIME, SAFETY TOE, BACKGROUND CHECK, OSHA-10/30, DRUG SCREENING"
2026-09-04T22:52:32.467513+00:00,2026-09-02,350,Hannibal / New Florence,"Hannibal, Mo",Google Project Spade,5,,,,,,0.99,17.9,https://where2bro.com/hot-spots/,"ARCHKEY - 5 - GOOGLE PROJECT SPADE, PROJECT LABOR AGREEMENT, 40 HRS PLUS OT, 6AM START TIME, SAFETY TOE, BACKGROUND CHECK, OSHA-10/30, DRUG SCREENING"
2026-09-04T22:52:32.467513+00:00,2026-08-31,354,Salt Lake City,"Salt Lake City, Ut",Meta / Facebook,10,,,,,,0.92,24.0,https://where2bro.com/hot-spots/,10 - CACHE VALLEY ELECTRIC - REG JW CALL WORKING 5-DAY SCHEDULE WITH OT AND SOME SATURDAYS AT FACEBOOK.
2026-09-04T22:52:32.467513+00:00,2026-08-31,354,Salt Lake City,"Salt Lake City, Ut",QTS,4,50.0,,,225.0,,0.98,36.1,https://where2bro.com/hot-spots/,4 - WASATCH ELECTRIC - REG JW CALL WORKING AT QTS FOR A 5_DAY SCHEDULE WITH OT PLUS A 225$ INCENTIVE ON EACH 10-HOUR DAY (8 HOURS STRAIGHT 2-OT) WORKED MONDAY THRU FRIDAY. 225$ INCENTIVE ON 8-HOUR OT SATURDAY.
2026-09-04T22:52:32.467513+00:00,2026-08-31,401,Reno,"Reno, Nv",EdgeCore,1,50.0,,,,,0.98,16.9,https://where2bro.com/hot-spots/,"BEI CONSTRUCTION INC - 1 REG JW CALL FOR EDGECORE, 5-10’S & 8, 4AM START SHIFT"
2026-09-04T22:52:32.467513+00:00,2026-08-31,401,Reno,"Reno, Nv",Google,3,,8.0,8.0,,,0.9,21.9,https://where2bro.com/hot-spots/,"T5 OPERATIONS LLC - 3 REG JW CALLS FOR GOOGLE ELECTRICAL MAINTENANCE - SERVICE, $8HR OVER, PROF CON, SUPPORT 12HR SHIFT WORK, COMPUTER COMP REQ, CALL POC AFTER DISPATCH"
2026-09-04T22:52:32.467513+00:00,2026-08-31,401,Reno,"Reno, Nv",Bighorn Data Center,5,50.0,,,,,1.0,27.9,https://where2bro.com/hot-spots/,"BAKER ELECTRIC - 5 REG JW CALL FOR BIGHORN DATA CENTER WORKING 5-10S, 2 ID’S, REPORT 6:00AM"
2026-09-04T22:52:32.467513+00:00,2026-08-31,401,Reno,"Reno, Nv",RNO 2,3,50.0,,,,2.0,0.88,33.9,https://where2bro.com/hot-spots/,"BRIGGS ELECTRIC - 3 REG JW CALLS FOR FOR RNO 2 WORKING 5-10’S AND 8 SATURDAY, ALL OT WILL BE DT. PLEASE REPORT TO SHOP AFTER DISPATCH. 5:00AM START TIME."
2026-09-04T22:52:32.467513+00:00,2026-08-31,401,Reno,"Reno, Nv",Vantage,3,50.0,7.0,,,,0.98,23.9,https://where2bro.com/hot-spots/,"ROSENDIN ELECTRIC, INC - 3 REG CW STEP 3 CALL FOR VANTAGE JOB (2) FORMS OF ID (ONE BEING PHOTO) * OSHA 10 CERTIFICATE CALL POC FOR DAY/TIME 775-895-6713, WORK SCHEDULE 5-10’S INCENTIVES ADDED TO BASE HOURLY RATE - $7 CW"
2026-09-04T22:52:32.467513+00:00,2026-08-31,401,Reno,"Reno, Nv",Unclassified data center,6,50.0,,,,,0.8,29.5,https://where2bro.com/hot-spots/,"BOMBARD ELECTRIC - 6 REG JW CALLS FOR STY CAMPUS, 5-10’S AND 8, 57.39, REPORT DATE 8/28/26 @ 6:30AM G108"
2026-09-04T22:52:32.467513+00:00,2026-08-31,401,Reno,"Reno, Nv",EdgeCore,1,50.0,,10.0,,,0.98,26.9,https://where2bro.com/hot-spots/,"REDWOOD ELECTRIC GROUP INC - 1 REG JW CALL FOR RNO1/EDGECORE - QA/QC EXP, 5-10’S, $10 OVERSCALE"
2026-09-04T22:52:32.467513+00:00,2026-08-31,401,Reno,"Reno, Nv",EdgeCore,2,50.0,10.0,10.0,,,0.98,31.0,https://where2bro.com/hot-spots/,"EC ELECTRIC - 2 REG JW CALLS FOR EDGECORE - BMS/EPMS, 5X10S MON-FRI POSS SAT, 5AM START TIME, $10HR OVER SCALE, CALL POC AFTER DISPATCH"
2026-09-04T22:52:32.467513+00:00,2026-08-31,401,Reno,"Reno, Nv",Bighorn Data Center,3,50.0,,,,,1.0,23.9,https://where2bro.com/hot-spots/,"BAKER ELECTRIC - 3 REG JW CALL FOR BIGHORN DATA CENTER WORKING 5-10S, 2 ID’S, OREIENTATION 8/25 @ 6:30AM"
2026-09-04T22:52:32.467513+00:00,2026-08-31,401,Reno,"Reno, Nv",Vantage,5,50.0,10.0,,,,0.98,27.9,https://where2bro.com/hot-spots/,"ROSENDIN ELECTRIC, INC - 5 REG JW CALL FOR VANTAGE JOB WORK SCHEDULE 5-10’S INCENTIVES ADDED TO BASE HOURLY RATE - $10/HR. JOURNEYMAN."
2026-09-04T22:52:32.467513+00:00,2026-08-31,405,Cedar Rapids,"Cedar Rapids, Ia",QTS,1,60.0,,,,,0.98,26.9,https://where2bro.com/hot-spots/,1 JW BURNS ELECTRIC - LONG CALLS FOR QTS EAST CAMPUS FOR DUCT BANK/TERMINATIONS. WORKING (6) 10S. JOURNEYMAN CLASS A REQUIRED. REPORT M-F AT 6AM TO ONBOARD.
2026-09-04T22:52:32.467513+00:00,2026-08-31,405,Cedar Rapids,"Cedar Rapids, Ia",EWD Data Center,50,60.0,10.0,10.0,,2.0,1.0,79.3,https://where2bro.com/hot-spots/,"50 JW CST - LONG CALLS FOR EWD DATA CENTER. CURRENTLY WORKING (6) 10S, STARTING AT 7AM. OSHA 10 OR 30, BACKGROUND CHECK, AND DRUG SCREEN ARE REQUIRED. REPORT TUESDAY OR THURSDAY AT 8AM FOR DRUG SCREEN/BACKGROUND CHECK, ORIENTATIONS ARE MWF. PAYING $10 OVER SCALE AND ALL OT AT DOUBLE TIME RATE. PAYING AN ADDITIONAL $2 OVER SCALE FOR FOREMAN AND GF."
2026-09-04T22:52:32.467513+00:00,2026-08-31,405,Cedar Rapids,"Cedar Rapids, Ia",QTS,1,50.0,10.0,10.0,,2.0,1.0,36.9,https://where2bro.com/hot-spots/,"1 JW CUPERTINO - LONG CALL FOR QTS DATA CENTER TO RUN TRIMBLE. MUST HAVE LAYOUT AND COMPUTER SKILLS. OSHA 10 OR 30 AND JOURNEYMAN A ELECTRICAL LICENSE REQUIRED. CURRENTLY WORKING (5) 10S WITH SOME SATURDAYS, 7AM-530PM. ORIENTATIONS ARE M-THUR AT 7AM. PAYING $10 OVER SCALE AND ALL OT AT DOUBLE TIME RATE. PAYING $2 FOR FOREMAN AND GF."
2026-09-04T22:52:32.467513+00:00,2026-08-31,405,Cedar Rapids,"Cedar Rapids, Ia",QTS,9,50.0,10.0,10.0,,2.0,1.0,53.0,https://where2bro.com/hot-spots/,"9 JW CUPERTINO - LONG CALLS FOR QTS DATA CENTER. OSHA 10 OR 30 AND JOURNEYMAN A ELECTRICAL LICENSE REQUIRED. CURRENTLY WORKING (5) 10S WITH SOME SATURDAYS, 7AM-530PM. ORIENTATIONS ARE M-THUR AT 7AM. PAYING $10 OVER SCALE AND ALL OT AT DOUBLE TIME RATE. PAYING $2 FOR FOREMAN AND GF."
2026-09-04T22:52:32.467513+00:00,2026-08-31,405,Cedar Rapids,"Cedar Rapids, Ia",QTS,5,50.0,10.0,10.0,,2.0,1.0,47.9,https://where2bro.com/hot-spots/,"5 JW CUPERTINO - LONG CALLS FOR QTS DATA CENTER ON 2ND SHIFT (17.3% SHIFT DIFFERENTIAL). CURRENTLY WORKING (5) 10S WITH SOME SATURDAYS, 5PM-330AM. OSHA 10 OR 30 AND JOURNEYMAN A ELECTRICAL LICENSE REQUIRED. ORIENTATIONS ARE M-THUR AT 7AM. PAYING $10 OVER SCALE AND ALL OT AT DOUBLE TIME RATE. PAYING $2 FOR FOREMAN AND GF."
2026-09-04T22:52:32.467513+00:00,2026-08-31,405,Cedar Rapids,"Cedar Rapids, Ia",QTS,1,50.0,10.0,10.0,,2.0,1.0,36.9,https://where2bro.com/hot-spots/,1 JW THE BAKER GROUP - LONG CALLS FOR QTS DATA CENTER DOING CONTROL WORK. OSHA 10 OR 30 REQUIRED. CURRENTLY WORKING 5-10S AND 8 ON SATURDAY. ONBOARD TUESDAYS AND THURSDAYS AT 1PM. PAYING $10 OVER SCALE AND ALL OVERTIME AT THE DOUBLE TIME RATE.
